"Reported Date","Reported Year","Reported Month","Number Dead","Number Missing","Total Dead and Missing","Number of Survivors","Number of Females","Number of Males","Number of Children","Cause of Death","Migration Route","Latitude","Longitude"
"September 05, 2015",2015,"Sep",1,"",1,"","",1,1,"Drowning","Eastern Mediterranean","37.465347300000"," 26.932666400000"
"September 03, 2015",2015,"Sep",1,43,44,91,"","","","Drowning","Central Mediterranean","33.018659500000"," 15.445568500000"
"September 02, 2015",2015,"Sep",5,"",5,8,"","",2,"Drowning","Eastern Mediterranean","37.202882200000"," 28.311495700000"
"September 02, 2015",2015,"Sep",7,3,10,7,2,3,4,"Drowning","Eastern Mediterranean","37.202882200000"," 28.311495700000"
"September 02, 2015",2015,"Sep",1,"",1,"","",1,"","Unknown","Eastern Mediterranean","38.406249000000"," 26.246271000000"
"September 02, 2015",2015,"Sep",1,"",1,"","","","","Unknown","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"September 01, 2015",2015,"Sep",4,"",4,112,4,"","","Suffocation, Drowning","Central Mediterranean","35.460700000000"," 13.139600000000"
"August 31, 2015",2015,"Aug",1,"",1,12,"",1,"","Drowning","Western Mediterranean","35.888951500000"," -5.353555600000"
"August 31, 2015",2015,"Aug",1,"",1,"",1,"","","Pulmonary edema","Eastern Mediterranean","39.175649100000"," 25.943523100000"
"August 31, 2015",2015,"Aug",6,"",6,"","","","","Unknown","Central Mediterranean","34.255026213978"," 20.970292062500"
"August 30, 2015",2015,"Aug",37,"",37,"","","","","Drowning","Central Mediterranean","32.799803800000"," 13.098975200000"
"August 29, 2015",2015,"Aug",1,"",1,"","",1,1,"Violence","Eastern Mediterranean","37.754800000000"," 26.977800000000"
"August 28, 2015",2015,"Aug",2,"",2,"",2,"","","Presumed asphyxiation","Central Mediterranean","34.387888133728"," 17.975902500000"
"August 27, 2015",2015,"Aug",111,91,202,198,1,6,"","Drowning","Central Mediterranean","32.151074000000"," 16.360272900000"
"August 27, 2015",2015,"Aug",3,5,8,124,3,"","","Unknown","Central Mediterranean","31.199373000000"," 16.596383000000"
"August 27, 2015",2015,"Aug",1,"",1,"","","","","Unknown","Central Mediterranean","34.553128400000"," 18.048010500000"
"August 26, 2015",2015,"Aug",52,"",52,441,"","","","Suffocation","Central Mediterranean","34.234500000000"," 14.743700000000"
"August 25, 2015",2015,"Aug",2,"",2,"","",2,"","Drowning","Western Mediterranean","36.632829000000"," -3.532317000000"
"August 25, 2015",2015,"Aug",1,"",1,"","",1,1,"Unknown","Central Mediterranean","34.981478400000"," 23.490953900000"
"August 24, 2015",2015,"Aug",3,"",3,73,"","","","Drowning","Eastern Mediterranean","39.344441000000"," 26.557274000000"
"August 24, 2015",2015,"Aug",2,4,6,8,"",6,"","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"August 24, 2015",2015,"Aug",1,"",1,"","","","","Drowning","Eastern Mediterranean","39.370072500000"," 25.453518300000"
"August 23, 2015",2015,"Aug",1,"",1,125,"","","","Unknown","Central Mediterranean","37.500500000000"," 27.079100000000"
"August 21, 2015",2015,"Aug",1,"",1,19,"",1,"","Unknown","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"August 18, 2015",2015,"Aug",6,"",6,3,"","",1,"Drowning","Eastern Mediterranean","36.921182600000"," 29.191935000000"
"August 17, 2015",2015,"Aug",9,"",9,31,"","","","Drowning","Eastern Mediterranean","36.106882043399"," 33.990880593750"
"August 17, 2015",2015,"Aug",1,"",1,"","",1,1,"Unknown","Eastern Mediterranean","36.893330000000"," 27.288888000000"
"August 16, 2015",2015,"Aug",1,"",1,"",1,"","","Unknown","Central Mediterranean","33.254800000000"," 11.406600000000"
"August 15, 2015",2015,"Aug",49,"",49,312,"",49,"","Suffocation","Central Mediterranean","36.941323000000"," 27.343616000000"
"August 11, 2015",2015,"Aug","",60,60,54,18,42,"","Drowning","Central Mediterranean","37.899822800000"," 15.444211600000"
"August 06, 2015",2015,"Aug",22,200,222,373,2,"",2,"Drowning","Central Mediterranean","34.289000000000"," 12.766100000000"
"August 06, 2015",2015,"Aug",3,"",3,"",2,2,"","Drowning","Central Mediterranean","34.981478400000"," 23.490953900000"
"August 06, 2015",2015,"Aug",2,"",2,"","","","","Drowning","Central Mediterranean","34.981478400000"," 23.490953900000"
"August 03, 2015",2015,"Aug",1,"",1,"","",1,"","Suffocation","Western Mediterranean","36.834047000000"," -2.463713600000"
"August 03, 2015",2015,"Aug",5,"",5,"","","","","Unknown","Central Mediterranean","34.981478400000"," 23.490953900000"
"August 02, 2015",2015,"Aug",4,"",4,"","",4,"","Drowning","Western Mediterranean","35.927200000000"," -5.325470000000"
"July 27, 2015",2015,"Jul",14,"",14,"","",9,"","Unknown","Central Mediterranean","34.234500000000"," 14.743700000000"
"July 23, 2015",2015,"Jul",40,"",40,"","","","","Drowning","Central Mediterranean","34.234500000000"," 14.743700000000"
"July 16, 2015",2015,"Jul",6,"",6,10,"","","","Drowning","Eastern Mediterranean","39.283600000000"," 26.505700000000"
"July 15, 2015",2015,"Jul",100,"",100,"","","","","Drowning","Central Mediterranean","32.865295722001"," 13.092461346875"
"July 15, 2015",2015,"Jul",1,"",1,"",1,"",1,"Hypoglycemia","Central Mediterranean","35.746500000000"," 14.414100000000"
"July 10, 2015",2015,"Jul",30,"",30,"","","","","Presumed drowning","Central Mediterranean","32.750000000000"," 13.716700000000"
"July 09, 2015",2015,"Jul",9,"",9,"",1,8,"","Drowning","Central Mediterranean","31.653400000000"," 31.289100000000"
"July 09, 2015",2015,"Jul",12,"",12,106,4,"","","Drowning","Central Mediterranean","37.779414000000"," 26.353410000000"
"July 07, 2015",2015,"Jul",3,15,18,19,"","","","Drowning","Eastern Mediterranean","37.351100000000"," 27.037100000000"
"June 25, 2015",2015,"Jun",1,"",1,"",1,"","","Hypoglycemia","Central Mediterranean","35.128838500000"," 18.902833900000"
"June 23, 2015",2015,"Jun",6,"",6,66,1,"","","Drowning","Eastern Mediterranean","37.005900000000"," 27.419600000000"
"June 23, 2015",2015,"Jun",1,"",1,"","","","","Shot","Central Mediterranean","34.234500000000"," 14.743700000000"
"June 20, 2015",2015,"Jun","",22,22,"","","","","Drowning","Western Mediterranean","35.352515000000"," -3.976368000000"
"June 17, 2015",2015,"Jun",3,"",3,"","",3,"","Drowning","Central Mediterranean","34.981478400000"," 23.490953900000"
"May 30, 2015",2015,"May",17,8,25,454,"","","","Burned, Drowning","Central Mediterranean","35.050314391584"," 18.113846750000"
"May 26, 2015",2015,"May",1,"",1,"","",1,1,"Fall from boat","Western Mediterranean","35.880463000000"," -5.320930000000"
"May 25, 2015",2015,"May",5,"",5,25,"","","","Drowning","Central Mediterranean","38.324300000000"," 26.288780000000"
"May 23, 2015",2015,"May",5,"",5,49,"","","","Drowning","Central Mediterranean","35.643960100000"," 10.946793900000"
"May 21, 2015",2015,"May",1,"",1,"","",1,1,"Suffocation","Central Mediterranean","35.309949500000"," 13.479818300000"
"May 04, 2015",2015,"May",5,41,46,91,"",46,"","Drowning","Central Mediterranean","36.391620500000"," 14.349836900000"
"May 02, 2015",2015,"May",3,"",3,31,"","","","Drowning","Central Mediterranean","31.299627700000"," 30.292163700000"
"May 02, 2015",2015,"May",10,"",10,"","","","","Drowning","Central Mediterranean","31.594035217005"," 18.109550500000"
"April 21, 2015",2015,"Apr",1,"",1,"","",1,"","Crushed, Vehicle Accident","Central Mediterranean","41.150241784105"," 17.421187906250"
"April 20, 2015",2015,"Apr",2,"",2,88,1,2,1,"Drowning","Eastern Mediterranean","33.712300000000"," 11.447400000000"
"April 20, 2015",2015,"Apr",1,"",1,88,"",1,"","Drowning","Eastern Mediterranean","36.352782000000"," 27.938259000000"
"April 18, 2015",2015,"Apr",750,"",750,28,"","","","Drowning","Central Mediterranean","35.030000000000"," 14.677700000000"
"April 17, 2015",2015,"Apr",1,0,1,70,1,"","","Fuel burns","Central Mediterranean","35.746500000000"," 14.414100000000"
"April 16, 2015",2015,"Apr","",41,41,4,"",41,"","Drowning","Central Mediterranean","34.885900000000"," 14.414100000000"
"April 16, 2015",2015,"Apr","",12,12,15,"","","","Drowning","Central Mediterranean","35.746500000000"," 14.414100000000"
"April 13, 2015",2015,"Apr",9,391,400,144,"","","","Drowning","Central Mediterranean","36.173400000000"," 17.572607000000"
"April 10, 2015",2015,"Apr",2,"",2,129,1,1,"","Drowning","Central Mediterranean","31.106319800000"," 30.941975100000"
"April 10, 2015",2015,"Apr",1,"",1,"","","","","Unknown","Central Mediterranean","34.234500000000"," 14.743700000000"
"April 06, 2015",2015,"Apr",7,4,11,9,"","","","Drowning","Eastern Mediterranean","37.466700000000"," 26.966700000000"
"March 19, 2015",2015,"Mar",3,0,3,84,"","","","Drowning","Central Mediterranean","33.504103500000"," 11.088149400000"
"March 17, 2015",2015,"Mar",5,3,8,8,"","","","Drowning","Eastern Mediterranean","37.020073000000"," 27.401316000000"
"March 03, 2015",2015,"Mar",10,40,50,941,"","","","Drowning","Central Mediterranean","36.031300000000"," 13.359400000000"
"February 09, 2015",2015,"Feb","",307,307,9,"","","","Drowning","Central Mediterranean","34.361600000000"," 12.985800000000"
"February 08, 2015",2015,"Feb",29,"",29,76,"",29,"","Hypothermia","Central Mediterranean","34.379700000000"," 12.810100000000"
"February 07, 2015",2015,"Feb",7,2,9,6,"","","","Drowning","Eastern Mediterranean","34.579000000000"," 12.436500000000"
"January 30, 2015",2015,"Jan",8,2,10,10,"","","","Drowning","Western Mediterranean","35.286196000000"," -2.958992800000"
"January 22, 2015",2015,"Jan",1,20,21,86,"",21,"","Drowning","Central Mediterranean","35.272947000000"," -2.924594000000"
"January 18, 2015",2015,"Jan",1,"",1,418,"","","","Unknown","Central Mediterranean","34.885900000000"," 14.414100000000"
"January 16, 2015",2015,"Jan",9,36,45,27,"","","","Drowning","Central Mediterranean","36.810331300000"," 27.271263900000"
"January 04, 2015",2015,"Jan",5,"",5,16,"","","","Drowning","Western Mediterranean","35.908983000000"," -1.592287000000"
"December 31, 2014",2014,"Dec","",2,2,"","","","","Drowning","Central Mediterranean","39.977100000000"," 19.050300000000"
"December 31, 2014",2014,"Dec","",9,9,2,"","","","Drowning","Eastern Mediterranean","36.999300000000"," 27.364180000000"
"December 31, 2014",2014,"Dec",17,"",17,75,1,15,1,"Hyperthermia","Central Mediterranean","34.161800000000"," 13.073700000000"
"December 31, 2014",2014,"Dec","",23,23,28,"","","","Drowning","Western Mediterranean","36.399200000000"," -2.384030000000"
"December 31, 2014",2014,"Dec",5,"",5,"","",1,"","Drowning","Central Mediterranean","34.813800000000"," 13.710900000000"
"December 31, 2014",2014,"Dec","",30,30,"","","","","Unknown","Central Mediterranean","34.307100000000"," 16.611300000000"
"December 31, 2014",2014,"Dec",9,"",9,21,"","",3,"Drowning","Western Mediterranean","35.846800000000"," -5.803530000000"
"December 30, 2014",2014,"Dec",4,"",4,"","","","","Drowning","Central Mediterranean","33.482565000000"," 11.109411000000"
"November 24, 2014",2014,"Nov","",12,12,"","","","","Drowning","Central Mediterranean","35.924600000000"," 13.161600000000"
"November 23, 2014",2014,"Nov","",6,6,"","","","","Drowning","Central Mediterranean","36.315100000000"," 12.919900000000"
"November 12, 2014",2014,"Nov","",4,4,5,"","",1,"Drowning","Eastern Mediterranean","39.279000000000"," 26.532000000000"
"October 17, 2014",2014,"Oct",10,85,95,85,"","","","Drowning","Central Mediterranean","33.596300000000"," 14.633800000000"
"October 17, 2014",2014,"Oct",3,"",3,646,"","","","Exposure, Harsh conditions","Central Mediterranean","35.898000000000"," 15.490700000000"
"October 12, 2014",2014,"Oct",2,6,8,0,"",1,"","Drowning","Western Mediterranean","35.985800000000"," -5.396350000000"
"October 05, 2014",2014,"Oct","",20,20,93,"","","","Drowning","Central Mediterranean","31.922400000000"," 16.523400000000"
"September 25, 2014",2014,"Sep",15,73,88,72,"","","","Drowning","Central Mediterranean","31.525300000000"," 29.686400000000"
"September 23, 2014",2014,"Sep",2,16,18,12,"","",1,"Drowning","Central Mediterranean","34.985300000000"," 16.106000000000"
"September 21, 2014",2014,"Sep",3,497,500,10,"","","","Drowning","Central Mediterranean","33.906900000000"," 14.414100000000"
"September 01, 2014",2014,"Sep",70,94,164,36,"","",1,"Drowning","Central Mediterranean","33.504800000000"," 13.870200000000"
"September 01, 2014",2014,"Sep",10,33,43,55,"","","","Drowning","Central Mediterranean","33.605300000000"," 16.968400000000"
"August 31, 2014",2014,"Aug","",100,100,"","","","","Drowning","Central Mediterranean","32.887900000000"," 13.709600000000"
"August 29, 2014",2014,"Aug",42,"",42,"",8,"",5,"Drowning","Central Mediterranean","33.511100000000"," 11.865200000000"
"August 25, 2014",2014,"Aug",24,"",24,364,"","","","Drowning","Central Mediterranean","34.567100000000"," 14.062500000000"
"August 24, 2014",2014,"Aug",170,81,251,19,"","",1,"Drowning","Central Mediterranean","32.921200000000"," 13.765900000000"
"August 24, 2014",2014,"Aug",18,8,26,73,"",26,"","Drowning","Central Mediterranean","35.282300000000"," 15.875200000000"
"August 22, 2014",2014,"Aug",1,"",1,"","","","","Unknown","Central Mediterranean","34.313400000000"," 16.918900000000"
"August 05, 2014",2014,"Aug",2,170,172,200,1,"",1,"Drowning","Central Mediterranean","33.499179000000"," 15.490763000000"
"July 28, 2014",2014,"Jul",20,108,128,22,"","","","Drowning","Central Mediterranean","34.466600000000"," 13.579100000000"
"July 21, 2014",2014,"Jul",5,14,19,61,"","","","Drowning","Central Mediterranean","36.355700000000"," 14.084500000000"
"July 19, 2014",2014,"Jul",2,53,55,1,"","","","Drowning","Central Mediterranean","31.581800000000"," 30.671100000000"
"July 19, 2014",2014,"Jul","",151,151,"","","","","Drowning","Central Mediterranean","34.553128400000"," 18.048010500000"
"July 19, 2014",2014,"Jul",29,"",29,569,"","",1,"Violence, Asphyxiation, Drowning","Central Mediterranean","34.582100000000"," 14.216300000000"
"July 19, 2014",2014,"Jul",3,0,3,104,"","","","Drowning","Central Mediterranean","33.444200000000"," 14.238300000000"
"July 17, 2014",2014,"Jul","",41,41,61,"","","","Drowning","Central Mediterranean","33.242300000000"," 13.120400000000"
"July 17, 2014",2014,"Jul",3,0,3,90,"","","","Drowning","Central Mediterranean","32.834300000000"," 13.719200000000"
"July 14, 2014",2014,"Jul",1,109,110,12,1,"","","Drowning","Central Mediterranean","33.656400000000"," 14.589800000000"
"July 12, 2014",2014,"Jul",12,"",12,"","","","","Drowning","Central Mediterranean","32.951100000000"," 13.204200000000"
"July 11, 2014",2014,"Jul",4,21,25,13,1,2,1,"Drowning","Eastern Mediterranean","37.862031000000"," 26.921962000000"
"July 06, 2014",2014,"Jul",12,188,200,0,1,"",2,"Drowning","Central Mediterranean","32.961500000000"," 13.088800000000"
"July 05, 2014",2014,"Jul",13,"",13,"","","","","Unknown","Central Mediterranean","33.033500000000"," 15.293000000000"
"July 01, 2014",2014,"Jul","",75,75,27,"","","","Drowning","Central Mediterranean","36.431700000000"," 15.831300000000"
"June 29, 2014",2014,"Jun",2,4,6,"","",4,"","Drowning","Central Mediterranean","36.183800000000"," 12.623300000000"
"June 29, 2014",2014,"Jun",45,"",45,566,"",45,"","Crushed, Asphyxiation","Central Mediterranean","36.222841000000"," 14.688719000000"
"June 27, 2014",2014,"Jun","",240,240,0,"","","","Drowning","Central Mediterranean","34.603300000000"," 16.875000000000"
"June 18, 2014",2014,"Jun",4,0,4,0,"","","","Violence","Western Mediterranean","35.278300000000"," -2.962190000000"
"June 15, 2014",2014,"Jun",1,0,1,356,"","","","Unknown","Central Mediterranean","35.906100000000"," 12.475000000000"
"June 14, 2014",2014,"Jun",10,0,10,39,"","","","Drowning","Central Mediterranean","34.277500000000"," 14.633800000000"
"June 09, 2014",2014,"Jun",3,2,5,0,"","","","Drowning","Central Mediterranean","36.493500000000"," 13.667000000000"
"June 08, 2014",2014,"Jun",4,"",4,"","","","","Drowning","Central Mediterranean","35.412500000000"," 12.348600000000"
"June 05, 2014",2014,"Jun",3,0,3,"","","","","Unknown","Central Mediterranean","35.358000000000"," 12.782600000000"
"May 23, 2014",2014,"May",1,0,1,"","",1,1,"Asphyxiation","Central Mediterranean","39.506100000000"," 20.265500000000"
"May 12, 2014",2014,"May",17,200,217,226,12,2,3,"Drowning","Central Mediterranean","34.708600000000"," 15.666500000000"
"May 07, 2014",2014,"May",1,0,1,"","",1,"","Unknown","Central Mediterranean","35.819600000000"," 11.755400000000"
"May 06, 2014",2014,"May",44,33,77,53,"","","","Drowning","Central Mediterranean","32.680100000000"," 15.996100000000"
"May 05, 2014",2014,"May",22,7,29,36,"","","","Drowning","Central Mediterranean","37.848433000000"," 27.111533000000"
"May 02, 2014",2014,"May",4,0,4,80,"","","","Drowning","Central Mediterranean","33.104500000000"," 14.348100000000"
"April 30, 2014",2014,"Apr","",40,40,1,"","","","Drowning","Central Mediterranean","34.370600000000"," 14.172400000000"
"April 16, 2014",2014,"Apr",8,1,9,5,2,"",1,"Drowning","Central Mediterranean","38.669208000000"," 26.630888000000"
"April 09, 2014",2014,"Apr",1,0,1,661,"","","","Unknown","Central Mediterranean","35.109200000000"," 13.623000000000"
"March 18, 2014",2014,"Mar",7,2,9,8,1,1,1,"Drowning","Eastern Mediterranean","39.398814000000"," 26.493536000000"
"March 17, 2014",2014,"Mar",1,"",1,"","","","","Asphyxiation","Central Mediterranean","34.979700000000"," 12.656300000000"
"February 27, 2014",2014,"Feb",7,"",7,"","","","","Drowning","Central Mediterranean","33.159700000000"," 15.183100000000"
"February 17, 2014",2014,"Feb",2,0,2,121,"",2,"","Unknown","Central Mediterranean","34.564500000000"," 15.886200000000"
"February 06, 2014",2014,"Feb",15,0,15,0,"",1,"","Shot","Western Mediterranean","35.879300000000"," -5.364070000000"
"January 19, 2014",2014,"Jan",12,"",12,"",9,"",3,"Drowning","Eastern Mediterranean","37.283200000000"," 27.158200000000"
